Dates,Clusters,END DATE,PERLIS,KEDAH,P.PINANG,PERAK,SELANGOR,N.SEMBILAN,MELAKA,JOHOR,PAHANG,TERENGGANU,KELANTAN,SABAH,SARAWAK,WP.LABUAN,WP.K.LUMPUR,WP.PUTRAJAYA,,TOTAL,
27-January-2021,JALAN PUDU,7-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,,13,
27-January-2021,JALAN MUTIARA,24-February-2021,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,,32,
27-January-2021,TAPAK BINA TANJUNG,27-April-2021,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,,46,
27-January-2021,PERSIARAN PERKILANGAN,,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,19,
27-January-2021,JALAN SULAMAN,3-March-2021,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,,23,
27-January-2021,JALAN SERI,4-March-2021,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,17,
27-January-2021,BEDAYAN,1-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,13,
27-January-2021,JALAN PENGKALAN,12-March-2021,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,,41,
28-January-2021,JALAN FAIZAL,5-May-2021,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,,68,
28-January-2021,JALAN SATRIA,25-February-2021,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,38,
28-January-2021,JALAN DEWANI SATU,25-February-2021,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,16,
28-January-2021,INDUSTRI PERAMU JAYA,7-March-2021,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,11,
28-January-2021,TAMAN MAHKOTA IMPIAN,18-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,7,
28-January-2021,JALAN PAKAT,25-February-2021,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,,27,
28-January-2021,INDAH RIANG,7-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,20,
28-January-2021,KAMPUNG KEMANSUR,5-March-2021,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,11,
28-January-2021,JALAN KEJORA,25-February-2021,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,,36,
29-January-2021,PERSIARAN SUBANG,17-March-2021,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,16,
29-January-2021,INDUSTRI INDAH,2-March-2021,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,,47,
29-January-2021,TAPAK BINA JALAN KLANG,9-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,,50,
29-January-2021,TAPAK BINA JALAN VISTA,15-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,,47,
29-January-2021,JALAN KOTA BUROK,26-February-2021,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,,30,
29-January-2021,JALAN BY PASS,28-March-2021,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,23,
29-January-2021,JALAN BISTARI DUA,26-February-2021,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,,17,
29-January-2021,JALAN EMPAYAR,26-February-2021,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,18,
29-January-2021,JALAN RUSA SCIENTEX,26-February-2021,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,6,
29-January-2021,JALAN SEPANGGAR,16-March-2021,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,12,
29-January-2021,TINANOM,8-March-2021,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,,46,
29-January-2021,TABONG,15-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,7,
30-January-2021,JALAN SUASA,10-March-2021,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,29,
30-January-2021,JALAN RIANG,27-February-2021,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,13,
30-January-2021,JALAN LOMBONG,4-April-2021,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,11,
30-January-2021,BINTANG UTAMA,7-March-2021,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,29,
30-January-2021,BAYU TAMPOI,27-February-2021,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,14,
30-January-2021,BUKIT BATU GRISEK,27-February-2021,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,18,
30-January-2021,JALAN TROMPET,27-February-2021,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,,74,
30-January-2021,KAMPUNG HALA,20-March-2021,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,,27,
30-January-2021,LINGKARAN MALURI,28-February-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,,33,
30-January-2021,DESA TUN,6-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,21,
30-January-2021,TANAH PUTIH,23-March-2021,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,,19,
30-January-2021,JALAN KETENGAH,27-February-2021,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,,14,
30-January-2021,JALAN LABUK,2-March-2021,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,,15,
30-January-2021,LASAH,16-March-2021,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,,24,
30-January-2021,TERSAT,9-March-2021,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,,35,
30-January-2021,TAMAN AMALINA,4-March-2021,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,13,
31-January-2021,JALAN RAMI TIGA,28-February-2021,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,,47,
31-January-2021,JALAN MEGA,2-March-2021,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,25,
31-January-2021,SERI PLENTONG,28-February-2021,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,,19,
31-January-2021,JALAN KEWAJIPAN,20-March-2021,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,,125,
31-January-2021,PERSIARAN SABAK,1-March-2021,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,,44,
31-January-2021,TAPAK BINA RAJA CHULAN,11-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,,151,
31-January-2021,JALAN MASJID TANAH,13-March-2021,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,,69,
31-January-2021,JALAN ITHNIN,10-March-2021,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,,67,
31-January-2021,BERCHAM RAYA,5-March-2021,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,11,
31-January-2021,JALAN TRONOH,1-April-2021,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,,23,
1-February-2021,TAPAK BINA JALAN LAGOON,13-March-2021,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,,76,
1-February-2021,INDUSTRI PUCHONG,19-March-2021,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,,44,
1-February-2021,PERSIARAN RAYA,9-March-2021,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,,18,
1-February-2021,LAPANGAN SIBER,1-March-2021,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,21,
1-February-2021,KAMPUNG PARIT MASJID,16-March-2021,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,,44,
1-February-2021,TAPAK BINA JALAN PUCHONG,11-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,,332,
1-February-2021,LADANG SUNGAI PIN,8-April-2021,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,,36,
1-February-2021,BINTANG DAILY,12-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,8,
1-February-2021,NILAM TIGA,1-March-2021,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,,63,
1-February-2021,JALAN EMPAT,2-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,29,
1-February-2021,JALAN TAN,9-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,,17,
1-February-2021,SUNGAI PURUN,1-March-2021,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,,27,
1-February-2021,KAMPUNG SAMIN,10-March-2021,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,,33,
1-February-2021,PADAS DAMIT,10-March-2021,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,,32,
2-February-2021,JALAN RAGUM,2-March-2021,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,,219,
2-February-2021,BUKIT RAHMAN,7-May-2021,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,,48,
2-February-2021,PARIT JAMIL DARAT,9-March-2021,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,26,
2-February-2021,TAPAK BINA JALAN CHERAS,17-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,,332,
2-February-2021,TAMAN MUHIBBAH,5-March-2021,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,,14,
2-February-2021,INDUSTRI SERKAM,22-March-2021,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,,69,
2-February-2021,SEMARAK BERSIA,23-March-2021,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,,19,
3-February-2021,LADANG TANGKARASON,22-March-2021,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,,16,
3-February-2021,BANDAR LAMA,6-March-2021,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,,24,
3-February-2021,JALAN SATU KKIP,10-March-2021,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,,30,
3-February-2021,JALAN CITY,29-March-2021,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,,48,
3-February-2021,JALAN AMAN,3-April-2021,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,,38,
3-February-2021,JALAN PULAI 55,13-March-2021,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,,42,
3-February-2021,BATU TIGA SETENGAH,19-March-2021,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,,19,
3-February-2021,TAMAN KOPERASI,7-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,15,
3-February-2021,KANDI SUNGAI BESI,13-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,10,
3-February-2021,LEBUH KARAK,11-March-2021,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,8,
3-February-2021,TAPAK BINA PRESINT TUJUH,3-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,9,
3-February-2021,MAYANG PASIR,8-April-2021,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,47,
3-February-2021,TEMBOK PENGKALAN CHEPA,,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,,76,
4-February-2021,JALAN INDUSTRI RAWANG,30-March-2021,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,23,
4-February-2021,JALAN GOMBAK,13-March-2021,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,,41,
4-February-2021,JALAN JASMINE,2-April-2021,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,,61,
4-February-2021,PARIT PENYENGAT,9-March-2021,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,,34,
4-February-2021,JALAN PENGIRAN,11-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,20,
4-February-2021,PERMATA SATU,16-March-2021,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,,31,
4-February-2021,KAMPUNG LUKUT,10-March-2021,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,15,
4-February-2021,JALAN JELUTONG,6-March-2021,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,7,
4-February-2021,KAMPUNG PULAU JAWA,4-March-2021,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,,16,
4-February-2021,RANTAU TANJUNG,10-April-2021,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,,14,
5-February-2021,JALAN MOKHTAR,5-March-2021,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,,26,
5-February-2021,JALAN ENAM BELAS,5-March-2021,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,,41,
5-February-2021,BANDAR TEKNOLOGI,5-March-2021,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,30,
5-February-2021,PERSIARAN JAYA,25-April-2021,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,,17,
5-February-2021,JALAN LIMA,30-March-2021,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,24,
5-February-2021,JALAN RUMBIA DUA,26-March-2021,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,,133,
5-February-2021,SRI SENGKANG,8-March-2021,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,,126,
5-February-2021,JUN HENG,22-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,,19,
5-February-2021,TAPAK BINA JALAN VALDOR,18-March-2021,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,53,
5-February-2021,INDUSTRI TTJ,16-April-2021,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,,61,
5-February-2021,SANTONG PAKA,19-March-2021,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,,26,
5-February-2021,INDUSTRI BENTONG SEBELAS,12-March-2021,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,7,
5-February-2021,HIKMAH MUADZAM,26-March-2021,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,7,
5-February-2021,TAMAN MURNI,11-March-2021,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,13,
5-February-2021,JALAN JUBILEE,5-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,25,
6-February-2021,INDUSTRI KAMPUNG BARU,6-March-2021,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,,167,
6-February-2021,JALAN BANTING-LALANG,7-March-2021,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,13,
6-February-2021,GUDANG SALAK TINGGI,23-March-2021,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,,42,
6-February-2021,JALAN KUALA SELANGOR,14-March-2021,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,11,
6-February-2021,LINGKARAN CYBER,9-March-2021,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,24,
6-February-2021,JALAN TUN MUTALIB,6-March-2021,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,6,
6-February-2021,JALAN ISTIMEWA TUJUH,29-March-2021,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,29,
6-February-2021,JALAN BAYU SATU,6-March-2021,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,18,
6-February-2021,JALAN CHESTER,9-March-2021,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,10,
6-February-2021,TAPAK BINA SUNGAI BESI,6-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,12,
6-February-2021,GONG NERING,18-March-2021,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,,26,
6-February-2021,JALAN KUBUR DARAU,23-March-2021,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,15,
7-February-2021,TAPAK BINA LEMBAH SELATAN,21-April-2021,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,,222,
7-February-2021,JALAN BAGAN,13-March-2021,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,,22,
7-February-2021,JALAN GANGSA DUA,7-March-2021,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,,30,
7-February-2021,SERUAS,28-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,,59,
7-February-2021,TAMAN SEGAR,12-March-2021,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,16,
7-February-2021,LORONG MAWAR,9-March-2021,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,14,
7-February-2021,AMPANG CAMPURAN,7-March-2021,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,14,
8-February-2021,JALAN TEKNOLOGI,23-March-2021,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,,21,
8-February-2021,JALAN SUNGAI RASA,21-March-2021,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,,35,
8-February-2021,TAPAK BINA PERSIARAN MOKHTAR,26-March-2021,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,,85,
8-February-2021,PERSIARAN HULU,8-March-2021,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,19,
8-February-2021,SRI MENANTI,11-March-2021,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,11,
8-February-2021,JALAN HARMONIUM,12-March-2021,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,8,
8-February-2021,JALAN CYBER LIMA,8-March-2021,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,,101,
8-February-2021,LAMAN DESARU,13-March-2021,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,11,
8-February-2021,LENGKOK PANTAI,15-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,29,
8-February-2021,BATU 38,12-March-2021,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,,18,
8-February-2021,KAMPUNG TANDAK,18-March-2021,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,16,
8-February-2021,SEBANGKOI,21-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,,23,
8-February-2021,TAMAN BUKIT PETALING,11-March-2021,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,,16,
9-February-2021,BESI CYBER,9-March-2021,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,,28,
9-February-2021,SENAI CITY LAPAN,9-March-2021,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,,114,
9-February-2021,JALAN PARIT MESJID,9-March-2021,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,23,
9-February-2021,JALAN CYBER 14,26-March-2021,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,,19,
9-February-2021,TAPAK BINA PERSIARAN PUTERI,27-March-2021,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,,28,
9-February-2021,INDUSTRI MAHKOTA,31-March-2021,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,,21,
9-February-2021,KEJURUTERAAN SUBANG BARU,18-March-2021,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,15,
9-February-2021,JALAN BUDIMAN,12-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,7,
9-February-2021,TAPAK BINA JALAN PANTAI,9-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,,23,
9-February-2021,HULU JEROCCO,15-April-2021,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,,29,
9-February-2021,LENGKOK EMAS,9-March-2021,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,,55,
9-February-2021,DIALISIS MASJID TANAH,11-March-2021,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,22,
10-February-2021,INDUSTRI WAWASAN,17-March-2021,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,,38,
10-February-2021,BATU 20,19-March-2021,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,,42,
10-February-2021,TAPAK BINA PERSIARAN SEPANG,20-March-2021,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,,29,
10-February-2021,TAPAK BINA JALAN TANDOK,19-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,25,
10-February-2021,JALAN DUA BELAS,13-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,19,
10-February-2021,JALAN TIGA KKIP,25-March-2021,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,11,
10-February-2021,JALAN UDA UTAMA,17-March-2021,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,,17,
10-February-2021,JALAN KANCIL WAHA,21-March-2021,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,9,
10-February-2021,LORONG SAHABAT,13-March-2021,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,,17,
10-February-2021,LORONG BERSATU DAMAI,26-March-2021,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,,21,
10-February-2021,JALAN HARUN,17-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,9,
11-February-2021,JALAN AIR HITAM,22-March-2021,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,,108,
11-February-2021,JALAN PERINDUSTRIAN GETAH,15-March-2021,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,,102,
11-February-2021,KAMPUNG TANJUNG SELABU,11-March-2021,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,,92,
11-February-2021,JALAN RAJA MUAR,11-March-2021,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,,59,
11-February-2021,JALAN GEMILANG LIMA,18-March-2021,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,,42,
11-February-2021,JALAN BAKAWALI RAMUN,20-March-2021,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,8,
11-February-2021,SUBANG DELIMA,19-March-2021,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,15,
11-February-2021,JALAN BUKIT SENTOSA,3-April-2021,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,14,
11-February-2021,TAPAK BINA LEMBAH SUBANG,10-April-2021,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,,28,
11-February-2021,JALAN BERHALA,11-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,21,
11-February-2021,JALAN TELAWI,5-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,21,
11-February-2021,BUKIT ANGKASA,26-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,20,
11-February-2021,PERDANA,31-March-2021,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,233,
11-February-2021,DEDAP,17-March-2021,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,
11-February-2021,JALAN BUKIT BARU,13-March-2021,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,11,
11-February-2021,NANGA LIJAN,23-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,,23,
11-February-2021,TEMBOK BENDERA,7-April-2021,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,21,
12-February-2021,JALAN SEELONG,18-March-2021,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,,327,
12-February-2021,JALAN PERINDUSTRIAN ELEKTRONIK,3-April-2021,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,,25,
12-February-2021,JALAN BESAR PONTIAN,19-March-2021,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,,64,
12-February-2021,LADANG PEKAN,17-March-2021,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,18,
12-February-2021,PERINDUSTRIAN PELEPAS,3-April-2021,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,32,
12-February-2021,JALAN JELAPANG,14-April-2021,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,,24,
12-February-2021,JALAN PERUSAHAAN TIGA,10-April-2021,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,21,
12-February-2021,TAPAK BINA DAMAR,10-April-2021,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,,64,
12-February-2021,TAMAN INDUSTRI,29-March-2021,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,16,
12-February-2021,TAPAK BINA PANTAI DALAM ,3-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,,94,
12-February-2021,SELAMBAU,22-March-2021,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,136,
12-February-2021,TEKNOLOGI BERENDAM,2-April-2021,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,,41,
12-February-2021,PANGKAL CHANGGONG,24-March-2021,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,14,
12-February-2021,KAMPUNG TELOK,19-March-2021,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,21,
13-February-2021,PERSIARAN SINERGI UTAMA  ,30-March-2021,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,,220,
13-February-2021,JALAN i-PARK SATU,13-March-2021,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,,80,
13-February-2021,JALAN LENGKOK SATU,13-March-2021,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,,64,
13-February-2021,LEBUH KELULI,29-March-2021,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,,132,
13-February-2021,INDUSTRI SELESA,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,15,
13-February-2021,TAPAK BINA LORONG PEEL,25-March-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,,187,
13-February-2021,TAPAK BINA JALIL UTAMA,4-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,,123,
13-February-2021,PERSIARAN BUNGA TANJUNG,1-April-2021,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,,55,
13-February-2021,BUKIT TENGAH,24-March-2021,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,,22,
13-February-2021,JALAN TUN RAZAK,19-April-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,26,
14-February-2021,JALAN ISTIMEWA CEMERLANG,29-March-2021,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,,109,
14-February-2021,BATU 57,14-March-2021,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,13,
14-February-2021,JALAN USAHA SATU,18-March-2021,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,,70,
14-February-2021,JALAN TEBRAU KHAS,29-March-2021,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,29,
14-February-2021,JALAN PERSIARAN TEKNOLOGI KULAI,4-April-2021,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,,45,
14-February-2021,TAPAK BINA JALAN SETIA,26-March-2021,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,,36,
14-February-2021,JALAN JELATEK,14-March-2021,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,,35,
14-February-2021,JALAN SEPULUH,25-March-2021,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,,32,
14-February-2021,RIA JAYA,31-March-2021,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81,
14-February-2021,PATIKANG ULU,29-March-2021,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,,37,
14-February-2021,JALAN BADAK,21-March-2021,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,,23,
