DATE,(Local)Daily New Cases,(Import)Daily New Cases,(Sub-Total)Daily Cases,(Total) Daily New Cases,Active Cases,(Total) Active Cases,Daily Recovered Cases,(Total) Recovered,Daily Death,(Total)Daily Death
10/14/2021,587,0,587,138787,-624,5803,1206,131485,5,1499
10/15/2021,539,0,539,139326,-83,5720,613,132098,9,1508
10/16/2021,411,0,411,139737,40,5760,363,132461,8,1516
10/17/2021,438,0,438,140175,-493,5267,927,133388,4,1520
10/18/2021,232,0,232,140407,-595,4672,820,134208,7,1527
10/19/2021,393,0,393,140800,-26,4646,413,134621,6,1533
10/20/2021,377,1,378,141178,-183,4463,553,135174,8,1541
10/21/2021,377,4,381,141559,155,4618,220,135394,6,1547
10/22/2021,440,0,440,141999,224,4842,206,135600,10,1557
10/23/2021,337,1,338,142337,-1084,3758,1421,137021,1,1558
10/24/2021,279,0,279,142616,-178,3580,454,137475,3,1561
10/25/2021,271,0,271,142887,113,3693,144,137619,14,1575
10/26/2021,378,0,378,143265,202,3895,175,137794,1,1576
10/27/2021,324,1,325,143590,-728,3167,1050,138844,3,1579
10/28/2021,383,1,384,143974,309,3476,71,138915,4,1583
10/29/2021,348,0,348,144322,-277,3199,622,139537,3,1586
10/30/2021,270,0,270,144592,154,3353,115,139652,1,1587
10/31/2021,254,1,255,144847,-775,2578,1025,140677,5,1592
11/1/2021,318,0,318,145165,245,2823,69,140746,4,1596
11/2/2021,276,0,276,145441,199,3022,69,140815,8,1604
11/3/2021,245,1,246,145687,155,3177,89,140904,2,1606
11/4/2021,340,0,340,146027,-417,2760,755,141659,2,1608
11/5/2021,227,0,227,146254,202,2962,25,141684,0,1608
11/6/2021,224,1,225,146479,201,3163,24,141708,0,1608
11/7/2021,245,0,245,146724,220,3383,23,141731,2,1610
11/8/2021,256,0,256,146980,-1210,2173,1466,143197,0,1610
11/9/2021,245,0,245,147225,113,2286,132,143329,0,1610
11/10/2021,318,0,318,147543,256,2542,58,143387,4,1614
11/11/2021,275,1,276,147819,217,2759,59,143446,0,1614
11/12/2021,254,0,254,148073,148,2907,101,143547,5,1619
11/13/2021,302,3,305,148378,244,3151,61,143608,0,1619
11/14/2021,325,0,325,148703,181,3332,137,143745,7,1626
11/15/2021,220,0,220,148923,-18,3314,238,143983,0,1626
11/16/2021,236,0,236,149159,-953,2361,1184,145167,5,1631
11/17/2021,221,0,221,149380,122,2483,98,145265,1,1632
11/18/2021,327,0,327,149707,260,2743,67,145332,0,1632
11/19/2021,356,0,356,150063,342,3085,11,145343,3,1635
11/20/2021,366,1,367,150430,336,3421,31,145374,0,1635
11/21/2021,270,1,271,150701,121,3542,149,145523,1,1636
11/22/2021,246,0,246,150947,-1021,2521,1267,146790,0,1636
11/23/2021,262,0,262,151209,195,2716,63,146853,4,1640
11/24/2021,268,2,270,151479,172,2888,98,146951,0,1640
11/25/2021,263,0,263,151742,239,3127,22,146973,2,1642
11/26/2021,369,0,369,152111,-726,2401,1095,148068,0,1642
11/27/2021,225,2,227,152338,158,2559,66,148134,3,1645
11/28/2021,261,1,262,152600,207,2766,55,148189,0,1645
11/29/2021,278,1,279,152879,189,2955,90,148279,0,1645
11/30/2021,311,0,311,153190,292,3247,14,148293,5,1650
12/1/2021,292,0,292,153482,-703,2544,994,149287,1,1651
12/2/2021,261,1,262,153744,193,2737,64,149351,5,1656
12/3/2021,291,0,291,154035,230,2967,61,149412,0,1656
12/4/2021,344,0,344,154379,320,3287,18,149430,6,1662
12/5/2021,260,1,261,154640,156,3443,104,149534,1,1663
12/6/2021,243,0,243,154883,-1099,2344,1342,150876,0,1663
12/7/2021,388,0,388,155271,292,2636,90,150966,6,1669
12/8/2021,291,0,291,155562,226,2862,63,151029,2,1671
12/9/2021,275,0,275,155837,224,3086,47,151076,4,1675
12/10/2021,279,0,279,156116,146,3232,129,151205,4,1679
12/11/2021,345,0,345,156461,287,3519,57,151262,1,1680
12/12/2021,240,3,243,156704,-1063,2456,1304,152566,2,1682
12/13/2021,275,1,276,156980,141,2597,134,152700,1,1683
12/14/2021,285,0,285,157265,260,2857,17,152717,8,1691
12/15/2021,278,1,279,157544,190,3047,89,152806,0,1691
12/16/2021,249,0,249,157793,179,3226,64,152870,6,1697
12/17/2021,269,3,272,158065,189,3415,83,152953,0,1697
12/18/2021,248,0,248,158313,-849,2566,1094,154047,3,1700
12/19/2021,215,1,216,158529,183,2749,33,154080,0,1700
12/20/2021,224,1,225,158754,33,2782,182,154262,10,1710
12/21/2021,211,2,213,158967,101,2883,103,154365,9,1719
12/22/2021,192,0,192,159159,64,2947,128,154493,0,1719
12/23/2021,218,4,222,159381,66,3013,149,154642,7,1726
12/24/2021,254,9,263,159644,42,3055,221,154863,0,1726
12/25/2021,208,2,210,159854,-190,2865,397,155260,3,1729
12/26/2021,243,4,247,160101,30,2895,214,155474,3,1732
12/27/2021,191,6,197,160298,-681,2214,873,156347,5,1737
12/28/2021,177,6,183,160481,-85,2129,268,156615,0,1737
12/29/2021,171,7,178,160659,-57,2072,235,156850,0,1737
12/30/2021,200,7,207,160866,-7,2065,214,157064,0,1737
12/31/2021,222,16,238,161104,28,2093,205,157269,5,1742
1/1/2022,197,9,206,161310,113,2206,93,157362,0,1742
1/2/2022,155,11,166,161476,-314,1892,480,157842,0,1742
1/3/2022,145,15,160,161636,-115,1777,269,158111,6,1748
1/4/2022,208,22,230,161866,-111,1666,339,158450,2,1750
1/5/2022,209,13,222,162088,-54,1612,276,158726,0,1750
1/6/2022,206,16,222,162310,33,1645,188,158914,1,1751
1/7/2022,205,14,219,162529,-8,1637,226,159140,1,1752
1/8/2022,160,9,169,162698,-49,1588,218,159358,0,1752
1/9/2022,178,8,186,162884,-11,1577,196,159554,1,1753
1/10/2022,150,15,165,163049,-95,1482,260,159814,0,1753
1/11/2022,191,6,197,163246,27,1509,170,159984,0,1753
1/12/2022,176,3,179,163425,23,1532,156,160140,0,1753
1/13/2022,156,8,164,163589,-55,1477,218,160358,1,1754
1/14/2022,185,13,198,163787,-15,1462,211,160569,2,1756
1/15/2022,162,38,200,163987,-9,1453,207,160776,2,1758
